REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
org.springframework.transaction.jta.ManagedTransactionAdapter	ManagedTransactionAdapter(jakarta.transaction.TransactionManager)	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	ManagedTransactionAdapter(jakarta.transaction.TransactionManager)	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	getTransactionManager()	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	getTransactionManager()	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	commit()	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	commit()	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	rollback()	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	rollback()	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	setRollbackOnly()	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	setRollbackOnly()	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	getStatus()	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	getStatus()	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	enlistResource(javax.transaction.xa.XAResource)	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	enlistResource(javax.transaction.xa.XAResource)	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	delistResource(javax.transaction.xa.XAResource,int)	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	delistResource(javax.transaction.xa.XAResource,int)	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	registerSynchronization(jakarta.transaction.Synchronization)	transactionManager	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.ManagedTransactionAdapter	registerSynchronization(jakarta.transaction.Synchronization)	this	org.springframework.transaction.jta.ManagedTransactionAdapter	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	JtaAfterCompletionSynchronization(java.util.List)	synchronizations	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	JtaAfterCompletionSynchronization(java.util.List)	this	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	afterCompletion(int)	STATUS_COMMITTED	jakarta.transaction.Status	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	afterCompletion(int)	synchronizations	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	afterCompletion(int)	this	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	afterCompletion(int)	synchronizations	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
org.springframework.transaction.jta.JtaAfterCompletionSynchronization	afterCompletion(int)	this	org.springframework.transaction.jta.JtaAfterCompletionSynchronization	SOURCE
