kind	class	method	param	index	uri	field
METHOD	org.springframework.ui.freemarker.FreeMarkerConfigurationFactory	setResourceLoader(org.springframework.core.io.ResourceLoader)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/ui/freemarker/FreeMarkerConfigurationFactory.java	resourceLoader
METHOD	org.springframework.cache.caffeine.CaffeineCacheManager	doSetCaffeine(com.github.benmanes.caffeine.cache.Caffeine)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/cache/caffeine/CaffeineCacheManager.java	cacheBuilder
METHOD	org.springframework.cache.caffeine.CaffeineCacheManager	setAsyncCacheMode(boolean)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/cache/caffeine/CaffeineCacheManager.java	asyncCacheMode
METHOD	org.springframework.cache.caffeine.CaffeineCacheManager	setAllowNullValues(boolean)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/cache/caffeine/CaffeineCacheManager.java	allowNullValues
METHOD	org.springframework.cache.jcache.interceptor.DefaultJCacheOperationSource	setKeyGenerator(org.springframework.cache.interceptor.KeyGenerator)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/cache/jcache/interceptor/DefaultJCacheOperationSource.java	keyGenerator
METHOD	org.springframework.scheduling.quartz.SimpleTriggerFactoryBean	setJobDataMap(org.quartz.JobDataMap)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/SimpleTriggerFactoryBean.java	jobDataMap
METHOD	org.springframework.scheduling.quartz.MethodInvokingJobDetailFactoryBean	setGroup(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/MethodInvokingJobDetailFactoryBean.java	group
METHOD	org.springframework.scheduling.quartz.CronTriggerFactoryBean	setJobDataMap(org.quartz.JobDataMap)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/CronTriggerFactoryBean.java	jobDataMap
METHOD	org.springframework.scheduling.quartz.SchedulerFactoryBean	setSchedulerFactoryClass(java.lang.Class)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/SchedulerFactoryBean.java	schedulerFactoryClass
METHOD	org.springframework.scheduling.quartz.JobDetailFactoryBean	setJobDataMap(org.quartz.JobDataMap)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/scheduling/quartz/JobDetailFactoryBean.java	jobDataMap
METHOD	org.springframework.mail.javamail.MimeMessageHelper	setFileTypeMap(jakarta.activation.FileTypeMap)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/mail/javamail/MimeMessageHelper.java	fileTypeMap
METHOD	org.springframework.mail.javamail.JavaMailSenderImpl	setJavaMailProperties(java.util.Properties)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/mail/javamail/JavaMailSenderImpl.java	javaMailProperties
METHOD	org.springframework.mail.javamail.ConfigurableMimeFileTypeMap	setMappingLocation(org.springframework.core.io.Resource)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-context-support/src/main/java/org/springframework/mail/javamail/ConfigurableMimeFileTypeMap.java	mappingLocation
