kind	class	method	param	index	uri	field
METHOD	org.springframework.web.socket.sockjs.support.AbstractSockJsService	setName(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/support/AbstractSockJsService.java	name
METHOD	org.springframework.web.socket.sockjs.support.AbstractSockJsService	setSockJsClientLibraryUrl(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/support/AbstractSockJsService.java	clientLibraryUrl
METHOD	org.springframework.web.socket.messaging.StompSubProtocolHandler	setEncoder(org.springframework.messaging.simp.stomp.StompEncoder)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/messaging/StompSubProtocolHandler.java	stompEncoder
METHOD	org.springframework.web.socket.messaging.StompSubProtocolHandler	setDecoder(org.springframework.messaging.simp.stomp.StompDecoder)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/messaging/StompSubProtocolHandler.java	stompDecoder
METHOD	org.springframework.web.socket.server.standard.ServerEndpointRegistration	setSubprotocols(java.util.List)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/server/standard/ServerEndpointRegistration.java	subprotocols
METHOD	org.springframework.web.socket.server.standard.ServerEndpointRegistration	setExtensions(java.util.List)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/server/standard/ServerEndpointRegistration.java	extensions
METHOD	org.springframework.web.socket.server.standard.ServerEndpointRegistration	setEncoders(java.util.List)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/server/standard/ServerEndpointRegistration.java	encoders
METHOD	org.springframework.web.socket.server.standard.ServerEndpointRegistration	setDecoders(java.util.List)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/server/standard/ServerEndpointRegistration.java	decoders
METHOD	org.springframework.web.socket.sockjs.transport.session.AbstractSockJsSession	delegateConnectionEstablished()	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/transport/session/AbstractSockJsSession.java	state
METHOD	org.springframework.web.socket.sockjs.client.SockJsClient	setInfoReceiver(org.springframework.web.socket.sockjs.client.InfoReceiver)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/client/SockJsClient.java	infoReceiver
METHOD	org.springframework.web.socket.sockjs.client.RestTemplateXhrTransport	setTaskExecutor(org.springframework.core.task.TaskExecutor)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/sockjs/client/RestTemplateXhrTransport.java	taskExecutor
METHOD	org.springframework.web.socket.messaging.WebSocketStompClient$WebSocketTcpConnectionHandlerAdapter	handleMessage(org.springframework.web.socket.WebSocketSession,org.springframework.web.socket.WebSocketMessage)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/messaging/WebSocketStompClient.java	lastReadTime
METHOD	org.springframework.web.socket.client.standard.EndpointConnectionManager	setWebSocketContainer(jakarta.websocket.WebSocketContainer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/client/standard/EndpointConnectionManager.java	webSocketContainer
METHOD	org.springframework.web.socket.client.standard.EndpointConnectionManager	setTaskExecutor(org.springframework.core.task.TaskExecutor)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/client/standard/EndpointConnectionManager.java	taskExecutor
METHOD	org.springframework.web.socket.client.standard.AnnotatedEndpointConnectionManager	setWebSocketContainer(jakarta.websocket.WebSocketContainer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/client/standard/AnnotatedEndpointConnectionManager.java	webSocketContainer
METHOD	org.springframework.web.socket.client.standard.AnnotatedEndpointConnectionManager	setTaskExecutor(org.springframework.core.task.TaskExecutor)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/client/standard/AnnotatedEndpointConnectionManager.java	taskExecutor
