kind	class	method	param	index	uri	field
METHOD	org.springframework.beans.AbstractNestablePropertyAccessor	setWrappedInstance(java.lang.Object,java.lang.String,java.lang.Object)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/AbstractNestablePropertyAccessor.java	nestedPath
METHOD	org.springframework.beans.support.MutableSortDefinition	setProperty(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/support/MutableSortDefinition.java	property
METHOD	org.springframework.beans.support.MutableSortDefinition	setProperty(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/support/MutableSortDefinition.java	property
METHOD	org.springframework.beans.support.PagedListHolder	setSource(java.util.List)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/support/PagedListHolder.java	source
METHOD	org.springframework.beans.support.PagedListHolder	setPageSize(int)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/support/PagedListHolder.java	pageSize
METHOD	org.springframework.beans.factory.config.DeprecatedBeanWarner	setLoggerName(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/DeprecatedBeanWarner.java	logger
METHOD	org.springframework.beans.factory.config.PlaceholderConfigurerSupport	setPlaceholderPrefix(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/PlaceholderConfigurerSupport.java	placeholderPrefix
METHOD	org.springframework.beans.factory.config.PlaceholderConfigurerSupport	setPlaceholderSuffix(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/PlaceholderConfigurerSupport.java	placeholderSuffix
METHOD	org.springframework.beans.factory.config.YamlProcessor	setDocumentMatchers(org.springframework.beans.factory.config.YamlProcessor.DocumentMatcher[])	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java	documentMatchers
METHOD	org.springframework.beans.factory.config.YamlProcessor	setResolutionMethod(org.springframework.beans.factory.config.YamlProcessor.ResolutionMethod)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java	resolutionMethod
METHOD	org.springframework.beans.factory.config.YamlProcessor	setResources(org.springframework.core.io.Resource[])	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java	resources
METHOD	org.springframework.beans.factory.config.YamlProcessor	setSupportedTypes(java.lang.Class[])	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java	supportedTypes
METHOD	org.springframework.beans.factory.config.YamlProcessor	setSupportedTypes(java.lang.Class[])	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java	supportedTypes
METHOD	org.springframework.beans.factory.config.PropertyOverrideConfigurer	setBeanNameSeparator(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/config/PropertyOverrideConfigurer.java	beanNameSeparator
METHOD	org.springframework.beans.factory.support.AbstractBeanDefinition	setMethodOverrides(org.springframework.beans.factory.support.MethodOverrides)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-beans/src/main/java/org/springframework/beans/factory/support/AbstractBeanDefinition.java	methodOverrides
