kind	class	method	param	index	uri	field
METHOD	org.springframework.messaging.handler.invocation.InvocableHandlerMethod	setMessageMethodArgumentResolvers(org.springframework.messaging.handler.invocation.HandlerMethodArgumentResolverComposite)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/InvocableHandlerMethod.java	resolvers
METHOD	org.springframework.messaging.handler.invocation.InvocableHandlerMethod	setParameterNameDiscoverer(org.springframework.core.ParameterNameDiscoverer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/InvocableHandlerMethod.java	parameterNameDiscoverer
METHOD	org.springframework.messaging.handler.HandlerMethod	setLogger(org.apache.commons.logging.Log)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/HandlerMethod.java	logger
METHOD	org.springframework.messaging.handler.invocation.HandlerMethodReturnValueHandlerComposite	setLogger(org.apache.commons.logging.Log)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/HandlerMethodReturnValueHandlerComposite.java	logger
METHOD	org.springframework.messaging.handler.invocation.reactive.InvocableHelper	setReactiveAdapterRegistry(org.springframework.core.ReactiveAdapterRegistry)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/InvocableHelper.java	reactiveAdapterRegistry
METHOD	org.springframework.messaging.handler.invocation.reactive.InvocableHandlerMethod	setParameterNameDiscoverer(org.springframework.core.ParameterNameDiscoverer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/InvocableHandlerMethod.java	parameterNameDiscoverer
METHOD	org.springframework.messaging.handler.invocation.reactive.InvocableHandlerMethod	setReactiveAdapterRegistry(org.springframework.core.ReactiveAdapterRegistry)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/InvocableHandlerMethod.java	reactiveAdapterRegistry
METHOD	org.springframework.messaging.handler.invocation.reactive.AbstractMethodMessageHandler	setArgumentResolverConfigurer(org.springframework.messaging.handler.invocation.reactive.ArgumentResolverConfigurer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/AbstractMethodMessageHandler.java	argumentResolverConfigurer
METHOD	org.springframework.messaging.handler.invocation.reactive.AbstractMethodMessageHandler	setReturnValueHandlerConfigurer(org.springframework.messaging.handler.invocation.reactive.ReturnValueHandlerConfigurer)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/AbstractMethodMessageHandler.java	returnValueHandlerConfigurer
METHOD	org.springframework.messaging.handler.invocation.reactive.ChannelSendOperator$WriteBarrier	onNext(T)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/ChannelSendOperator.java	state
METHOD	org.springframework.messaging.handler.invocation.reactive.ChannelSendOperator$WriteBarrier	onError(java.lang.Throwable)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/ChannelSendOperator.java	state
METHOD	org.springframework.messaging.handler.invocation.reactive.ChannelSendOperator$WriteBarrier	onComplete()	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/reactive/ChannelSendOperator.java	state
METHOD	org.springframework.messaging.handler.annotation.reactive.MessageMappingMessageHandler	setConversionService(org.springframework.core.convert.ConversionService)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/annotation/reactive/MessageMappingMessageHandler.java	conversionService
METHOD	org.springframework.messaging.handler.annotation.support.DefaultMessageHandlerMethodFactory	setConversionService(org.springframework.core.convert.ConversionService)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/handler/annotation/support/DefaultMessageHandlerMethodFactory.java	conversionService
METHOD	org.springframework.messaging.core.GenericMessagingTemplate	setSendTimeoutHeader(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-messaging/src/main/java/org/springframework/messaging/core/GenericMessagingTemplate.java	sendTimeoutHeader
