kind	class	method	param	index	uri	field
METHOD	org.springframework.web.servlet.handler.AbstractHandlerMapping	setUrlPathHelper(org.springframework.web.util.UrlPathHelper)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/handler/AbstractHandlerMapping.java	urlPathHelper
METHOD	org.springframework.web.servlet.handler.AbstractHandlerMapping	setPathMatcher(org.springframework.util.PathMatcher)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/handler/AbstractHandlerMapping.java	pathMatcher
METHOD	org.springframework.web.servlet.handler.AbstractHandlerMapping	setCorsProcessor(org.springframework.web.cors.CorsProcessor)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/handler/AbstractHandlerMapping.java	corsProcessor
METHOD	org.springframework.web.servlet.handler.MappedInterceptor	setPathMatcher(org.springframework.util.PathMatcher)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/handler/MappedInterceptor.java	pathMatcher
METHOD	org.springframework.web.servlet.mvc.WebContentInterceptor	setPathMatcher(org.springframework.util.PathMatcher)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/WebContentInterceptor.java	pathMatcher
METHOD	org.springframework.web.servlet.mvc.ServletWrappingController	setInitParameters(java.util.Properties)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/ServletWrappingController.java	initParameters
METHOD	org.springframework.web.servlet.mvc.UrlFilenameViewController	setPrefix(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/UrlFilenameViewController.java	prefix
METHOD	org.springframework.web.servlet.mvc.UrlFilenameViewController	setSuffix(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/UrlFilenameViewController.java	suffix
METHOD	org.springframework.web.servlet.mvc.AbstractUrlViewController	setUrlPathHelper(org.springframework.web.util.UrlPathHelper)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/AbstractUrlViewController.java	urlPathHelper
METHOD	org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping	setPathPrefixes(java.util.Map)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/RequestMappingHandlerMapping.java	pathPrefixes
