kind	class	method	param	index	uri	field
METHOD	org.springframework.jms.support.destination.JmsDestinationAccessor	setDestinationResolver(org.springframework.jms.support.destination.DestinationResolver)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/JmsDestinationAccessor.java	destinationResolver
METHOD	org.springframework.jms.listener.DefaultMessageListenerContainer	setBackOff(org.springframework.util.backoff.BackOff)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer.java	backOff
METHOD	org.springframework.jms.listener.DefaultMessageListenerContainer	setRecoveryInterval(long)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer.java	backOff
METHOD	org.springframework.jms.listener.DefaultMessageListenerContainer	initialize()	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer.java	cacheLevel
METHOD	org.springframework.jms.listener.adapter.AbstractAdaptableMessageListener	setDestinationResolver(org.springframework.jms.support.destination.DestinationResolver)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/AbstractAdaptableMessageListener.java	destinationResolver
METHOD	org.springframework.jms.support.converter.MessagingMessageConverter	setPayloadConverter(org.springframework.jms.support.converter.MessageConverter)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessagingMessageConverter.java	payloadConverter
METHOD	org.springframework.jms.support.converter.MessagingMessageConverter	setHeaderMapper(org.springframework.jms.support.JmsHeaderMapper)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessagingMessageConverter.java	headerMapper
METHOD	org.springframework.jms.listener.adapter.MessageListenerAdapter	setDelegate(java.lang.Object)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/MessageListenerAdapter.java	delegate
METHOD	org.springframework.jms.listener.adapter.MessageListenerAdapter	setDefaultListenerMethod(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/MessageListenerAdapter.java	defaultListenerMethod
METHOD	org.springframework.jms.listener.endpoint.JmsMessageEndpointManager	setActivationSpecFactory(org.springframework.jms.listener.endpoint.JmsActivationSpecFactory)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsMessageEndpointManager.java	activationSpecFactory
METHOD	org.springframework.jms.listener.endpoint.JmsMessageEndpointManager	setDestinationResolver(org.springframework.jms.support.destination.DestinationResolver)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsMessageEndpointManager.java	activationSpecFactory
METHOD	org.springframework.jms.core.JmsMessagingTemplate	setJmsMessageConverter(org.springframework.jms.support.converter.MessageConverter)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/core/JmsMessagingTemplate.java	jmsMessageConverter
METHOD	org.springframework.jms.config.AbstractJmsListenerEndpoint	setId(java.lang.String)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/config/AbstractJmsListenerEndpoint.java	id
METHOD	org.springframework.jms.support.converter.MappingJackson2MessageConverter	setObjectMapper(com.fasterxml.jackson.databind.ObjectMapper)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MappingJackson2MessageConverter.java	objectMapper
METHOD	org.springframework.jms.support.converter.MappingJackson2MessageConverter	setTargetType(org.springframework.jms.support.converter.MessageType)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MappingJackson2MessageConverter.java	targetType
METHOD	org.springframework.jms.support.converter.MappingJackson2MessageConverter	setTypeIdMappings(java.util.Map)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MappingJackson2MessageConverter.java	idClassMappings
METHOD	org.springframework.jms.support.converter.MarshallingMessageConverter	setTargetType(org.springframework.jms.support.converter.MessageType)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MarshallingMessageConverter.java	targetType
METHOD	org.springframework.jms.support.destination.JndiDestinationResolver	setDynamicDestinationResolver(org.springframework.jms.support.destination.DestinationResolver)	null	null	/Users/nima/Developer/null-repair-auto/projects/spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/JndiDestinationResolver.java	dynamicDestinationResolver
