kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
PARAMETER	org.springframework.util.ReflectionUtils	doWithMethods(java.lang.Class,org.springframework.util.ReflectionUtils.MethodCallback,org.springframework.util.ReflectionUtils.MethodFilter)	clazz	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/util/ReflectionUtils.java	PASS_NULLABLE	nullable	org.springframework.util.ReflectionUtils	doWithMethods(java.lang.Class,org.springframework.util.ReflectionUtils.MethodCallback)
PARAMETER	org.springframework.core.io.support.SpringFactoriesLoader$FactoryInstantiator	FactoryInstantiator(java.lang.reflect.Constructor)	constructor	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/io/support/SpringFactoriesLoader.java	PASS_NULLABLE	nullable	org.springframework.core.io.support.SpringFactoriesLoader$FactoryInstantiator	forClass(java.lang.Class)
METHOD	org.springframework.core.annotation.AbstractMergedAnnotation	synthesize()	null	null	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/annotation/AbstractMergedAnnotation.java	RETURN_NULLABLE	nullable	org.springframework.core.annotation.AbstractMergedAnnotation	synthesize()
PARAMETER	org.springframework.core.type.classreading.SimpleMetadataReaderFactory	getMetadataReader(java.lang.String)	className	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/type/classreading/SimpleMetadataReaderFactory.java	WRONG_OVERRIDE_PARAM	nullable	org.springframework.core.type.classreading.SimpleMetadataReaderFactory	getMetadataReader(java.lang.String)
FIELD	org.springframework.core.type.classreading.SimpleMetadataReader	null	annotationMetadata	null	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/type/classreading/SimpleMetadataReader.java	ASSIGN_FIELD_NULLABLE	nullable	org.springframework.core.type.classreading.SimpleMetadataReader	SimpleMetadataReader(org.springframework.core.io.Resource,java.lang.ClassLoader)
PARAMETER	org.springframework.core.CollectionFactory	asEnumType(java.lang.Class)	enumType	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/CollectionFactory.java	PASS_NULLABLE	nullable	org.springframework.core.CollectionFactory	createCollection(java.lang.Class,java.lang.Class,int)
PARAMETER	org.springframework.core.CollectionFactory	asEnumType(java.lang.Class)	enumType	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/core/CollectionFactory.java	PASS_NULLABLE	nullable	org.springframework.core.CollectionFactory	createMap(java.lang.Class,java.lang.Class,int)
METHOD	org.springframework.util.ClassUtils	resolvePrimitiveIfNecessary(java.lang.Class)	null	null	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/util/ClassUtils.java	RETURN_NULLABLE	nullable	org.springframework.util.ClassUtils	resolvePrimitiveIfNecessary(java.lang.Class)
PARAMETER	org.springframework.util.concurrent.FailureCallback	onFailure(java.lang.Throwable)	ex	0	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/util/concurrent/FailureCallback.java	PASS_NULLABLE	nullable	org.springframework.util.concurrent.ListenableFutureCallbackRegistry	notifyFailure(org.springframework.util.concurrent.FailureCallback)
METHOD	org.springframework.util.StopWatch	lastTaskInfo()	null	null	/home/nima/Developer/nullness-benchmarks/spring-framework/spring-core/src/main/java/org/springframework/util/StopWatch.java	RETURN_NULLABLE	nullable	org.springframework.util.StopWatch	lastTaskInfo()
